"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hostal";"2";"CASA RÓMULO";"BERROCAL S/N";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"";"975371067";"";"";"";"";"";"";"";
"Hostal";"1";"AREA SANDINO";"C-N - 620, KM. 43";"34260";"Palencia";"Villodrigo";"VILLODRIGO";"VILLODRIGO";"947166148";"947166151";"";"947166002";"areasandino@canal21.com             hostal@gruposandino.com";"www.gruposandino.com";"";"";
"Hostal";"1";"SINODAL";"PLAZA DE LA FUENTE, S/N";"40340";"Segovia";"Aguilafuente";"AGUILAFUENTE";"";"921572336";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"VADAMA";"SANTA CATALINA, 8";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921437043";"620888998";"";"921437043";"";"www.hostalvadama.es";"";"";
"Hostal";"1";"EL CRUCE";"CTRA. AGUILERA , Nº 28";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"*DISEMINADO*";"947 512803";"947 512 448";"";"947512803";"";"";"";"";
"Hotel";"4";"CONDE ANSUREZ";"AVDA. GIJÓN, 100";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983015500";"983362310";"";"983015501";"hotel@condeansurez.com";"condeansurez.com";"";"";
"Hotel";"4";"CONVENTO   I";"PAGO DE LA VEGA, S/N";"49530";"Zamora";"Coreses";"CORESES";"CORESES";"980500422";"980500419";"980500423";"980500425";"info@hotel-convento.com.";"www.hotel-convento.com";"";"";
"Hostal";"2";"VILLARREAL";"CTRA. SALAS-QUINTANAR, S/N";"09680";"Burgos";"Palacios de la Sierra";"PALACIOS DE LA SIERRA";"";"947393070";"947392731";"";"947393070";"";"";"";"";
"Hostal";"2";"IACOBUS";"PASEO PUERTA DEL MONTE, 3";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"947 378647";"";"";"";"hotel@iacobuscastrojeriz.com";"www.iacobuscastrojeriz.com";"";"";
"Pensión";"";"LA LOBA";"CTRA. NACIONAL VI, KM. 175";"47490";"Valladolid";"Rueda";"RUEDA";"";"983868300";"";"";"";"";"";"";"";
"Hostal";"1";"CAMINO REAL";"TRASERA MAYOR, 8";"34309";"Palencia";"Cervatos de la Cueza";"CALZADILLA DE LA CUEZA";"CALZADILLA DE LA CUEZA";"979883187";"";"";"";"www.cesaracero2004@yahoo.es";"";"";"";
"Pensión";"";"EUREKA";"SERRANOS,34-1º";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923210362";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"RIOFRIO";"ALAMEDA DE RIOFRIO, 19";"37700";"Salamanca";"Béjar";"PALOMARES";"PALOMARES";"923403313";"";"";"923403313";"";"";"";"";
"Hotel";"2";"LA CACHAVA";"CL/REAL DE ORIENTE, 83";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"947 378547";"";"";"947 377601";"info@lacachava.com";"www.lacachava.com";"";"";
"Hostal";"1";"EL CALLEJON";"PLAZA MAYOR, 2";"47510";"Valladolid";"Alaejos";"ALAEJOS";"ALAEJOS";"983815739";"647410164";"";"";"angelarbitro@hotmail.com";"";"";"";
"Hotel";"4";"LUIS DE LEON";"FRAY LUIS DE LEON, 26";"24005";"León";"León";"LEON";"LEON";"987218820";"";"";"987218821";"luisdeleon@hoteles-silken.com";"www.hoteles-silken.comwww.hotelluisdeleon.com";"";"";
"Hostal Residencia";"1";"CATEDRAL";"LA RUA, 46, 1º";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923270614";"";"";"";"";"";"";"";
"Hotel";"2";"FLORIDA";"CTRA. C.L. 601, KM, 54";"40200";"Segovia";"Cuéllar";"CUELLAR";"";"921140275";"921140368";"";"921140676";"navalcanto@terra.es";"hotelflorida.es.vg.";"";"";
"Hostal";"1";"DORA";"C/ RAMON Y CAJAL, 15";"40320";"Segovia";"Cantalejo";"CANTALEJO";"CANTALEJO";"921522396";"";"";"921521204";"";"www.cantalejo.com/hostaldora";"";"";
"Hostal Residencia";"2";"AREVACOS";"CLEMENTE SAENZ, 8 BIS";"42002";"Soria";"Soria";"SORIA";"";"975212832";"610424021";"";"975223205";"soria@hostalarevacos.com";"www.hostalarevacos.com";"";"";
"Hotel";"4";"LASA SPORT";"CTRª. DE RUEDA, 187";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983245444";"";"";"983247111";"";"reservas@lasasporthotel.com";"";"";
"Hotel";"3";"MESON DEL CID II";"CL/FERNAN GONZALEZ, Nº 64";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947208715";"";"";"947269460";"mesondelcid@mesondelcid.es";"www.mesondelcid.es";"";"";
"Pensión";"";"EL GATO";"PLAZA DEL SALVADOR, 10";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921423244";"";"";"921438047";"";"www.infosegovia.com/alojamiento/elgato";"";"";
"Hostal Residencia";"2";"REVINUESA";"CASTILLO DE VINUESA, 12";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975378147";"";"";"975377408";"";"";"";"";
"Hostal";"2";"ZAMORANO";"CTRA BURGOS-PORTUGAL, KM 96";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"979761427";"979761131";"";"979761431";"";"";"";"";
"Hostal";"2";"LIBERTAD";"PADRE ANGEL MARTINEZ, 25";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"987390123";"987390640";"";"987390226";"";"";"";"";
"Hotel";"3";"LA ALHAMA";"AVDA/VALLE DE LOSA, S/N";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947190846";"";"";"947191312";"info@hralhama.es";"www.hotelrestaurantealhama.com";"";"";
"Hotel";"3";"SILOS 2000";"C/ SANTO DOMINGO DE SILOS, Nº 74";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"947 390132";"";"";"947 390127";"reservas@hotelsilos2.000.es";"www.hotelsilos2000.es.";"";"";
"Hotel Residencia";"2";"PLACENTINOS MICROTEL";"PLACENTINOS, 9";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923281531";"";"";"923281613";"reservas@microtelplacentinos.com";"www.microtelplacentinos.com";"";"";
"Hostal";"1";"ROSARIO";"AVDA. DEL CARMEN, 4";"34470";"Palencia";"Buenavista de Valdavia";"BUENAVISTA DE VALDAVIA";"BUENAVISTA DE VALDAVIA";"979895270";"979895008";"";"";"";"";"";"";
"Hostal Residencia";"2";"ERAS DE SANTA BÁRBARA";"JOSÉ LUIS PALOMAR, 8";"42001";"Soria";"Soria";"SORIA";"SORIA";"975225555";"";"";"975225555";"";"www.hostalerasdesantabarbara.com";"";"";
"Hotel";"4";"FINCA TORREMILANOS";"CAMINO TORREMILANOS, S/N";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"*DISEMINADO*";"947512852";"";"";"947512856";"hotel@torremilanos.com";"www.torremilanos.com";"";"";
"Pensión";"";"TRES COLUMNAS";"CARRETERA DE SALAMANCA, NÚM. 47";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923/46.19.18";"";"";"";"";"";"";"";
"Hostal";"1";"GOYA";"PASTELERIA,  8";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920360720";"";"";"";"";"";"";"";
"Hostal";"1";"MESÓN LAS CHULETAS";"CAMINO CUEVAS DEL ÁGUILA, Nº 1";"05418";"Ávila";"Arenas de San Pedro";"RAMACASTAÑAS";"";"920370885";"";"";"";"";"";"";"";
"Hostal";"1";"VENTA DE CORPES";"REAL, 39";"42328";"Soria";"Castillejo de Robledo";"CASTILLEJO DE ROBLEDO";"";"975355030";"";"";"975355030";"";"";"";"";
"Pensión";"";"SANTIAGO";"SANTIAGO,  8 BIS";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947046230";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"TARAY";"C/ CUESTA DE SAN BARTOLOME, S/N";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463041";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"GRANADA";"C/ FRAY LUIS DE GRANADA, 12";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923622977";"";"";"923622976";"reservas@hostalgranadasalamanca.com";"www.hostalgranadasalamanca.com";"";"";
"Hotel Apartamento";"2";"PEPE Y MARI";"CTRA VIEJA s/n";"24148";"León";"Barrios de Luna (Los)";"BARRIOS DE LUNA (LOS)";"BARRIOS DE LUNA (LOS)";"987581414";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"LUNA";"D. DOMINGO LABAJOS, Nº 19 Y LAS NIEVES, Nº 2";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920382265";"616498786";"";"920382265";"clientes@lunacandeleda.com";"www.lunacandeleda.com";"";"";
"Hotel";"4";"EMPERATRIZ III";"AVDA. PADRES PAULES, 2";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923281599";"923281665";"";"923281666";"info@emperatrizhotel.com   reservas@emperatrizhotel.com";"www.emperatrizhotel.com";"";"";
"Hostal";"1";"CHICOPA";"PLAZA DE ESPAÑA, 2";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"";"983880782";"";"";"";"";"";"";"";
"Hostal";"1";"ASTUR";"ASTORGA, 9";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987640415";"";"";"";"";"";"";"";
"Pensión";"";"MESON AGOGA";"LAS MEDULAS";"24442";"León";"Carucedo";"MEDULAS (LAS)";"";"987422844";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"EL CHATO";"SANTA TERESA, 87";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"PUENTE DE LA GAZNATA";"920281024";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"SALDAÑA";"AVDA. REYES CATOLICOS, 4";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979890809";"647468551";"";"979892111";"ankasusca@yahoo.com";"";"";"";
"Hostal Residencia";"1";"POSADA LA PANADERA";"C/ CONDE SEPULVEDA, 16";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540034";"921540103";"921540377";"";"infoelpanadero@gmail.com";"";"";"";
"Hotel";"3";"TRYP COMENDADOR";"C/ RIO TAJO, S/N.- URB. L. ANGELES  S. RAFAEL";"40424";"Segovia";"Espinar (El)";"ANGELES DE SAN RAFAEL (LOS)";"ANGELES DE SAN RAFAEL (LOS)";"921195800";"";"";"921195809";"tryp.comendador@solmelia.comraul.francisco@solmelia.com";"www.solmelia.com";"";"";
"Hotel";"3";"REMANSO DEL RÍO RAZÓN";"LAS ERAS, S/N";"42166";"Soria";"Sotillo del Rincón";"SOTILLO DEL RINCON";"SOTILLO DEL RINCON";"975273942";"696996113";"";"";"info@remansodelriorazon.com";"www.remansodelriorazon.com";"";"";
"Pensión";"";"RUBESARA";"AVDA. DE LA ESTACION, 3";"40590";"Segovia";"Santo Tomé del Puerto";"VILLAREJO";"VILLAREJO";"921557351";"";"";"";"";"";"";"";
"Residencia Apartamento";"1";"EL FONTANO";"CARRETERA DEL LAGO S/N";"49360";"Zamora";"Galende";"GALENDE";"";"980626732";"";"";"";"";"";"";"";
"Pensión";"";"BERNESGA I";"AVDA. SAN IGNACIO DE LOYOLA, 62";"24010";"León";"San Andrés del Rabanedo";"SAN ANDRES DEL RABANEDO";"SAN ANDRES DEL RABANEDO";"636615661";"";"";"";"korea-rubio@hotmail.com";"";"";"";
"Hostal Residencia";"1";"EL POZO";"LAGUNA,43";"37797";"Salamanca";"Calzada de Valdunciel";"CALZADA DE VALDUNCIEL";"CALZADA DE VALDUNCIEL";"923310152";"";"";"";"";"";"";"";
"Hotel";"2";"IBIS VALLADOLID";"AVENIDA DEL EURO, 1 CENTROLID";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983362111";"";"";"983362839";"h3204@ACCOR.COM";"www.ibishotel.com";"";"";
"Hotel";"4";"VILLA DE ALMAZÁN";"AVDA. DE SORIA, 29";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300611";"";"";"975318072";"hotelvilladealmazan@wanadoo.es";"hotelvilladealmazan.com";"Si";"";
"Hotel";"3";"CENTRO DE FORMACION DE NAYADE";"AVDA. VENECIA, S/N, URB. LOS ANGELES DE SAN RAFAEL";"40424";"Segovia";"Vegas de Matute";"VEGAS DE MATUTE";"VEGAS DE MATUTE";"921171208";"";"";"921171248";"";"";"";"";
"Pensión";"";"SWEET HOME SALAMANCA";"C/ JESUS, 24";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923265461";"615325958";"";"923265461";"info@alojamientossweethomesalamanca.com";"alojamientosweethomesalamanca.com";"";"";
"Hostal";"2";"MASTER";"CARRETERA MADRID KM 32";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980660266";"980660868";"";"980660266";"";"";"";"";
"Hostal";"1";"EL PATIO";"C/ PALOMA, Nº 69";"05267";"Ávila";"San Bartolomé de Pinares";"SAN BARTOLOME DE PINARES";"SAN BARTOLOME DE PINARES";"1";"";"";"";"";"";"";"";
"Hostal";"2";"PUERTA DE LA VILLA";"ARCO DE LA VILLA, 5";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975310415";"";"";"975302064";"";"";"";"";
"Hotel";"5";"ARZUAGA";"CTRª. NACIONAL.122   ARANDA - VALLADOLID, KM. 325";"47350";"Valladolid";"Quintanilla de Onésimo";"QUINTANILLA DE ONESIMO";"QUINTANILLA DE ONESIMO";"983681146";"983687004";"";"983681147";"hotel@arzuaganavarro.combodeg@arzuaganavarro.com";"www.arzuaganavarro.com";"";"";
"Hotel";"4";"AC HOTEL SAN ANTONIO";"C/ VELAZQUEZ, 10";"24005";"León";"León";"LEON";"LEON";"987218444";"";"";"987 218445";"acleon@ac-hoteles.com";"www.ac-hoteles.com";"";"";
"Hotel";"2";"VILLAPALOMA";"AVDA. ASTORGA, 47";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"VIRGEN DEL CAMINO (LA)";"987300990";"629432612";"";"";"villapaloma@argored.com";"";"";"";
"Hotel";"2";"ALARDOS DE SAN JUAN";"PARAJE LAS HIGUEROLAS";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"927565033";"619502200";"";"927565106";"clientes@hotelalardos.com";"www.hotelalardos.com";"";"";
"Hotel";"2";"PRADO PINILLA";"URBANIZACION PRADO PINILLA, S/N";"40516";"Segovia";"Fresno de Cantespino";"FRESNO DE CANTESPINO";"";"921125165";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"SAN FROILAN";"AVDA. PEREGRINOS, 1";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"";"987302019";"";"";"987302019";"";"";"";"";
"Hostal";"2";"EL PORTICO";"AVDA. JUAN CARLOS I, Nº 27";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920352441";"";"";"920352729";"";"";"";"";
"Hotel Residencia";"2";"VILLA DE LERMA";"C/ CUESTA, Nº 7";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947177070";"";"";"947177071";"info@hotelvilladelerma.com        hvilla@hotelvilladelerma.com";"www.hotelvilladelerma.com";"";"";
"Hostal";"1";"COMPLEJO CAMPO DE ARGAÑAN";"CRUCE DE ESPEJA, S/N";"37497";"Salamanca";"Espeja";"ESPEJA";"ESPEJA";"923 483835";"";"";"";"";"";"";"";
"Residencia Apartamento";"2";"SIGLO XXI";"CALLE MOISES DE LEON, BLOQUE 47";"24006";"León";"León";"LEON";"LEON";"987218868";"";"";"987218868";"";"";"";"";
"Pensión";"";"RIEGO DE AMBROS";"CTRA. DE ASTORGA, 3";"24413";"León";"Molinaseca";"RIEGO DE AMBROS";"RIEGO DE AMBROS";"987695188";"657 650146";"";"";"";"www.iespana.es/casaelsusurrowww.toprural.com/casaelsusurro";"";"";
"Hotel";"3";"PONFERRADA PLAZA";"CALLE ESCRITORES, 6";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987406171";"";"";"987426812";"ponferradaplaza@domus-hoteles.es";"www.hotelponferradaplaza.es";"Si";"";
"Hostal Residencia";"1";"PLAZA";"PLAZA MAYOR - C/ SANCHEZ ARJONA, 2";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460664";"";"";"";"";"";"";"";
"Hostal";"2";"LA CERCA";"CAMINO DE LA DEHESA, S/N";"42223";"Soria";"Morón de Almazán";"MORON DE ALMAZAN";"";"975306178";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"NIÁGARA";"DEL PUERTO, Nº 24";"05450";"Ávila";"Casavieja";"CASAVIEJA";"CASAVIEJA";"918678581";"667890172";"";"";"";"";"";"";
"Hotel Residencia";"4";"AMADEUS";"C/ MONTERO CALVO, 16-18";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983219444";"";"";"983219440";"hotelamadeus@hotelamadeus.net";"www.hotelamadeus.net";"";"";
"Hotel Residencia";"3";"EUROWEST";"PICO DEL NARANCO,2";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923194021";"";"";"923195066";"info@hoteleurowest.com";"www.hoteleurostar.com";"";"";
"Hostal Residencia";"1";"CAMPO";"C/ NUEVA, S/N";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983873192";"";"";"";"";"";"";"";
"Hotel";"4";"SOHO BOUTIQUE SALAMANCA";"PLAZA DEL ANGEL, 5-7";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923933900";"";"";"923219328";"reservas@sohosalamanca.com";"www.sohosalamanca.com";"";"";
"Hotel";"2";"EL CAPRICHO";"CTRA/PALENCIA N- 622, KM. 63";"09343";"Burgos";"Villahoz";"VILLAHOZ";"VILLAHOZ";"947186141";"677098622";"";"947186684";"julianvalballesteros@gmail.com";"";"";"";
"Hostal";"2";"LA ABUELA";"CTRª N-620, KM. 132,7";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"983590375";"983590469";"";"983590379";"";"";"";"";
"Hostal Residencia";"1";"SANTIAGO";"PLAZA DE LOS REGENTES, 8";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979881052";"";"";"979881052";"";"";"";"";
"Hostal Residencia";"2";"VIRGINIA";"CASTILLO DE VINUESA, 21";"42150";"Soria";"Vinuesa";"VINUESA";"";"975378555";"";"";"975378543";"direccion@hotelvirginiarh.com";"";"";"";
"Hostal Residencia";"2";"RINCON CASTELLANO";"PLAZA MAYOR, 13";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921141031";"921142690";"";"921140317";"info@elrinconcastellano.com";"www.elrinconcastellano.com";"";"";
"Hostal";"2";"EL VALLE";"CTRA. LA ROBLA-MATALLANA";"24648";"León";"Robla (La)";"CANDANEDO DE FENAR";"CANDANEDO DE FENAR";"987578427";"";"";"";"";"";"";"";
"Hotel";"3";"VILLA DE FERIAS";"CTRª. DE MADRID, kM.157";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983802700";"983801656";"";"";"info@villadeferias.com";"www.villadeferias.com";"";"";
"Hotel";"2";"CAÑADA REAL";"CAMINO CAÑADA DEL TESORO S/N";"49630";"Zamora";"Villalpando";"VILLALPANDO";"*DISEMINADO*";"980667002";"";"";"";"";"";"";"";
"Pensión";"";"ZAMORA";"C/ GONZALEZ PISADOR, 1";"47500";"Valladolid";"Nava del Rey";"NAVA DEL REY";"NAVA DEL REY";"983850703";"";"";"";"";"";"";"";
"Hotel";"3";"RÍO ESLA";"ESTEBAN CORRAL, 5";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987701025";"";"";"987702031";"hotel@hotelrioesla.com";"www.hotelrioesl.com";"";"";
"Hostal";"2";"ALBERGUERÍA DEL CAMINO";"CALLE CONCEPCIÓN, 12";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987311193";"667621337";"";"987311193";"jcachan@terra.es";"www.albergueriadelcamino.com";"";"";
"Hotel";"3";"RUTA DEL DUERO";"AVDª DE LOS ALAMOS,S/N (POLIGONO LA MORA)";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"983403131";"";"";"983 403133";"reservas@hotelrutadelduero.com";"www.hotelrutadelduero.com";"";"";
"Pensión";"";"PILI";"CL/FRANCISCO DE LONGA, 4";"09294";"Burgos";"Puebla de Arganzón (La)";"PUEBLA DE ARGANZON (LA)";"PUEBLA DE ARGANZON (LA)";"945 373088";"626489672";"";"";"ricardobai@hotmail.com";"www.hostalpensionpili.com";"";"";
"Hotel";"2";"MEDULIO";"C/MEDULAS";"24442";"León";"Carucedo";"MEDULAS (LAS)";"MEDULAS (LAS)";"987422833";"";"";"987422891";"hotel@hotel-medulio.com";"hotel-medulio.com";"";"";
"Hotel Residencia";"2";"ALBA";"SANTA BÁRBARA, 13";"42001";"Soria";"Soria";"SORIA";"";"975226122";"609876640";"";"975220627";"";"";"";"";
"Hostal";"1";"LA TABLA";"C/ EL CABO, S/N";"34406";"Palencia";"Báscones de Ojeda";"BASCONES DE OJEDA";"BASCONES DE OJEDA";"979896069";"";"";"";"";"www.latabla.weebly.com";"";"";
"Pensión";"";"NUMANCIA III";"C/ MARIA MOLINER, Nº 10";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 474008";"";"";"947 226237";"";"";"";"";
"Pensión";"";"MIRADOR DE DUEY";"C/ MAYOR, S/N";"47698";"Valladolid";"Cabezón de Valderaduey";"CABEZON DE VALDERADUEY";"";"983756054";"";"";"";"";"";"";"";
"Hotel";"4";"NH PALACIO DEL DUERO";"PLAZA DE LA HORTA, 1";"49002";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980508262";"";"";"980533722";"nhpalaciodelduero@nh-hotels.comnhpalduero@nh-hoteles.es";"www.nh-hoteles.eswww.nh-hoteles.com";"";"";
"Hostal Residencia";"2";"MAYOR 71";"PEDRO SOTO, 4";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975368024";"";"";"975340877";"info@hostalmayor71.es";"www.hostalmayor71.es";"";"";
"Hotel";"4";"HOTEL HORUS DE ZAMORA";"PLAZA DEL MERCADO, 20";"49003";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980508282";"";"";"980508283";"melia.boutique.horus.zamora@solmelia.comcomercial.melia.horus@solmelia.com";"www.solmelia.com";"";"";
"Pensión";"";"LA CEPA DE ORO";"C/ BENJAMIN PALENCIA, Nº 5";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947506061";"";"";"";"";"";"";"";
"Hotel";"4";"NH COLLECTION PALACIO DE BURGOS";"C/ MERCED, Nº 13";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947479900";"";"";"947260426";"nhcollectionpalaciodeburgos@nh-hotels.com";"www.nh-hotels.com";"";"";
"Hotel Residencia";"2";"DOÑA SANCHA";"AVDA/VICTOR BARBADILLO, Nº 31";"09346";"Burgos";"Covarrubias";"COVARRUBIAS";"COVARRUBIAS";"947406400";"600786794";"";"947400504";"reservas@hoteldonasancha.com";"www.hoteldonasancha.com";"";"";
"Hotel";"3";"HOTEL AREA SUCO";"Ctra. NACIONAL,120.PK nº 54";"34250";"Palencia";"Quintana del Puente";"QUINTANA DEL PUENTE";"QUINTANA DEL PUENTE";"979792111";"979749044";"";"";"fernando@hotelessuco.com / reservas( ª )hotelessuco.com";"";"";"";
"Pensión";"";"ALDA CENTRO LEON II";"CALLE LA TORRE, 3 - 1º IZQ.";"24002";"León";"León";"LEON";"LEON";"987225594";"";"";"";"torresanisidoro@mixmail.com";"www.torresanisidoro.cjb.net";"";"";
"Pensión";"";"EL HORNO";"VÍCTOR DE LOS RÍOS, 21 . 1º";"24006";"León";"León";"LEON";"";"987213656";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"CARMEN";"CARRETERA ILANES S/N";"49350";"Zamora";"Galende";"PUENTE (EL)";"PUENTE (EL)";"980621470";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"LA PUEBLA";"CL/LA PUEBLA, 20";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947200011";"";"";"947204708";"info@hotellapuebla.com";"www.hotellapuebla.com";"";"";
"Hotel";"4";"AC PONFERRADA";"AVDA ASTORGA, 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409973";"";"";"987409974";"acponferrada@ac-hoteles.com";"www.ac-hoteles.com";"";"";
"Hostal Residencia";"1";"LA HUERTA DE SAN LORENZO";"SAN VICENTE EL REAL, 27";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921443225";"609167225";"";"";"info@lahuerta.org";"";"";"";
"Hotel";"4";"LAS MORADAS DE SIMANCAS";"LUIS ANTONIO CONDE, 3";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"983590016";"";"";"983592018";"informacion@lasmoradasdesimancas.com";"www.lasmoradasdesimancas.com";"";"";
"Hostal";"1";"ROSI";"PLAZA DEL CAMPILLO, Nº 22";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"";"920340055";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"TIRSO DE MOLINA";"PALACIO, 1";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300416";"";"";"975300416";"";"";"";"";
"Hotel";"2";"MONTAÑA PALENTINA";"AVDA. DE ASTURIAS, Nº 150";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979851520";"";"";"979851361";"";"www.hotelguardo.com";"";"";
"Hostal";"2";"SAN ANTOLIN";"C/ SAN ANTOLIN, 8";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983796771";"691883600";"";"983796771";"reservas@hostalsanantolin.com";"www.hostalsanantolin.com";"";"";
"Hostal";"1";"RATON";"C/ EXTRAMUROS, Nº 64";"34300";"Palencia";"Paredes de Nava";"PAREDES DE NAVA";"PAREDES DE NAVA";"979830852";"";"";"";"";"www.hostalraton@telefonica.net";"";"";
"Hotel";"3";"RIVERA DEL DUERO";"AVDA. VALLADOLID, 131";"42330";"Soria";"San Esteban de Gormaz";"SAN ESTEBAN DE GORMAZ";"SAN ESTEBAN DE GORMAZ";"975350059";"";"";"975350059";"";"www.hotelrivera.es";"";"";
"Hostal";"1";"AREÑOS";"AVDA. AREÑOS, 51";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"VELILLA DEL RIO CARRION";"979861203";"";"";"979861203";"";"";"";"";
"Hotel";"2";"VILLAMAYOR";"CAMINO ALTO DE LOS VILLARES, Nº 57";"37185";"Salamanca";"Villamayor";"VILLAMAYOR";"";"923/28.60.75";"";"";"923/30.56.08";"huillam@eresmas.com";"";"";"";
